case_id,split,class_label,class_id,record_id,chunk_id,balanced_index,chunk_file,chunk_start_sample,chunk_end_sample,snapshot_id,snapshot_start_sample,snapshot_end_sample,snapshot_start_sec,snapshot_end_sec,source_db,snapshot_pred_class,pred_class,snapshot_pred_label,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
2,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,5402000,7201999,26,6962000,7021999,6962.000,7022.000,nsrdb,0,0,NSR,NSR,1,37579117,-102881929,-30049909,-98803281,56,53,1,111,1404,530,53,54,170,45,39,27,20,14,7,6,5,3,1,1,1,1,0,0,0,56,0,0,0,0,0,3189,111,176,56,0,0,0,0,0,56,0,0,56,0,0,54,1,54,170,2652,6,54,185,805,2560,0,0,15,15,0
2,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,5402000,7201999,27,7022000,7081999,7022.000,7082.000,nsrdb,0,0,NSR,NSR,1,45352992,-105727685,-32204701,-101131266,57,55,0,113,1454,564,55,55,125,41,33,21,12,8,7,3,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,3300,113,183,59,0,0,0,0,0,57,0,0,57,2,0,55,0,55,125,2905,5,55,0,581,2625,0,0,8,8,0
2,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,5402000,7201999,28,7082000,7141999,7082.000,7142.000,nsrdb,0,0,NSR,NSR,1,6260628,-59366974,-32001232,-108973107,60,54,4,115,1493,557,54,58,171,39,31,23,17,13,9,7,5,4,4,4,4,4,4,3,1,60,5,14,5,0,0,3070,115,189,62,0,1,0,0,0,60,0,0,60,2,1,58,4,58,171,2166,8,58,689,754,2640,833,0,28,18,10
2,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,5402000,7201999,29,7142000,7201999,7142.000,7202.000,nsrdb,0,0,NSR,NSR,1,-3308102,-88274658,-20309637,-84239540,62,51,9,115,1468,494,51,60,235,45,30,22,19,17,14,12,12,11,9,9,9,9,9,8,1,62,4,7,4,0,0,3625,114,196,68,0,0,0,0,0,62,0,0,62,9,1,60,9,60,235,2733,6,60,1500,1002,2479,645,0,35,27,8
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,0,18002000,18061999,18002.000,18062.000,nsrdb,0,0,NSR,NSR,1,20825599,-75910078,-33243779,-109156846,68,62,4,133,3772,1612,62,66,357,63,54,49,41,35,28,23,19,16,9,7,6,3,3,1,0,68,4,44,2,0,3,3674,133,717,130,0,0,0,0,0,68,0,0,68,0,0,66,4,66,357,3243,10,66,606,1384,6656,588,0,48,39,9
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,1,18062000,18121999,18062.000,18122.000,nsrdb,0,0,NSR,NSR,1,55271817,-105278850,-26607643,-121036063,66,63,0,130,3691,1690,63,64,182,53,46,38,26,11,6,2,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,3122,129,705,131,0,0,0,0,0,65,0,0,65,0,0,63,0,64,182,2961,12,63,0,728,6867,0,0,11,11,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,2,18122000,18181999,18122.000,18182.000,nsrdb,0,0,NSR,NSR,1,35840250,-89386115,-22377720,-122178904,70,65,3,136,3843,1711,65,68,224,57,47,44,29,13,7,3,3,3,3,3,3,3,3,3,1,70,1,10,1,0,0,2989,136,735,138,0,0,0,0,0,70,0,0,70,2,1,68,3,68,224,2674,20,68,441,843,6738,142,0,19,17,2
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,3,18182000,18241999,18182.000,18242.000,nsrdb,0,0,NSR,NSR,1,54450987,-104108294,-31377388,-116799656,70,68,0,139,3897,1757,68,68,193,56,48,39,27,10,8,5,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,3016,139,746,141,0,0,0,0,0,70,0,0,70,0,0,68,0,68,193,2642,20,68,0,726,6614,0,0,10,10,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,4,18242000,18301999,18242.000,18302.000,nsrdb,0,0,NSR,NSR,1,33529283,-89785053,-30498809,-112975738,71,66,3,139,3921,1765,66,69,233,56,45,36,28,20,9,8,6,5,4,4,3,3,3,3,0,71,1,4,1,0,0,3371,139,752,138,0,0,0,0,0,71,0,0,71,5,0,69,3,69,233,3160,12,69,434,864,6846,140,0,25,23,2
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,5,18302000,18361999,18302.000,18362.000,nsrdb,0,0,NSR,NSR,1,36474381,-96334318,-36108176,-102046978,71,66,3,139,3916,1736,67,69,307,62,56,46,40,31,24,17,12,5,3,3,2,2,2,2,0,71,0,0,0,0,0,3948,139,723,133,0,0,0,0,0,71,0,0,71,0,0,69,3,69,307,3395,10,69,434,1139,6633,0,0,34,34,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,6,18362000,18421999,18362.000,18422.000,nsrdb,0,0,NSR,NSR,1,52919597,-105190802,-28166818,-117671157,67,65,0,133,3752,1689,65,65,167,53,42,35,19,10,6,1,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,4155,133,675,132,0,0,0,0,0,67,0,0,67,0,0,65,0,65,167,3582,8,65,0,657,6652,0,0,10,10,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,7,18422000,18481999,18422.000,18482.000,nsrdb,0,0,NSR,NSR,1,46784732,-53431617,-74177821,-119024411,88,84,1,174,4796,2183,84,86,143,53,31,23,12,7,3,3,3,2,2,2,2,0,0,0,1,87,1,0,1,0,1,5028,171,932,109,0,0,0,0,0,87,1,1,87,23,1,85,1,86,143,4342,10,85,117,425,6652,113,0,12,9,3
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,8,18482000,18541999,18482.000,18542.000,nsrdb,0,0,NSR,NSR,1,47723325,-104777056,-41697430,-102463299,87,85,0,173,4807,2161,85,85,157,62,43,28,14,7,3,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,3808,173,977,104,0,0,0,0,0,87,0,0,87,0,0,85,0,85,157,3356,20,85,0,472,6508,0,0,7,7,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,9,18542000,18601999,18542.000,18602.000,nsrdb,0,0,NSR,NSR,1,36001932,-86107944,-43024854,-105823563,79,74,3,157,4415,1886,74,77,224,58,47,37,25,19,10,7,6,6,4,2,1,1,1,0,1,79,0,0,0,0,0,3083,157,875,88,0,0,0,0,0,79,0,0,79,1,1,77,3,77,224,2305,32,77,389,744,6524,0,0,23,23,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,10,18602000,18661999,18602.000,18662.000,nsrdb,0,0,NSR,NSR,1,46958115,-111096725,-31018867,-105656556,78,76,0,155,4352,1973,76,76,169,60,42,27,21,11,6,2,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,3312,155,863,79,0,0,0,0,0,78,0,0,78,0,0,76,0,76,169,2835,24,76,0,569,6645,0,0,11,11,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,11,18662000,18721999,18662.000,18722.000,nsrdb,0,0,NSR,NSR,1,36765713,-95762778,-36717508,-103982815,73,69,2,145,4052,1790,69,71,258,62,46,36,27,23,21,16,10,7,3,2,2,1,1,1,1,73,0,0,0,0,0,3874,145,757,85,0,0,0,0,0,73,0,0,73,1,1,71,2,71,258,3471,10,71,281,930,6641,0,0,26,26,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,12,18722000,18781999,18722.000,18782.000,nsrdb,0,0,NSR,NSR,1,29071218,-83136839,-39415170,-106284795,75,70,3,147,4035,1741,70,73,205,56,39,30,20,16,10,6,5,4,4,3,3,3,3,3,0,75,1,0,0,0,1,4374,147,724,86,0,0,0,0,0,75,0,0,75,2,0,73,3,73,205,3795,8,73,410,718,6367,133,0,21,19,2
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,13,18782000,18841999,18782.000,18842.000,nsrdb,0,0,NSR,NSR,1,48605629,-98723182,-36367718,-112211734,72,70,0,143,3947,1739,70,70,145,51,37,27,16,6,6,2,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3579,143,710,73,0,0,0,0,0,72,0,0,72,0,0,70,0,70,145,3315,10,70,0,530,6359,0,0,6,6,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,14,18842000,18901999,18842.000,18902.000,nsrdb,0,0,NSR,NSR,1,27381188,-80099240,-30609043,-116546984,73,66,5,145,4010,1695,66,71,187,50,34,24,21,10,8,6,5,5,5,5,5,4,3,2,1,73,1,5,1,0,0,3616,143,727,112,0,0,0,0,0,73,0,0,73,1,1,71,5,71,187,3392,10,71,704,674,6574,136,0,18,16,2
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,15,18902000,18961999,18902.000,18962.000,nsrdb,0,0,NSR,NSR,1,46802092,-102086263,-34033223,-110595075,72,70,0,143,3950,1750,70,70,125,52,31,20,14,6,1,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,2779,143,731,106,0,0,0,0,0,72,0,0,72,0,0,70,0,70,125,2088,32,70,0,457,6400,0,0,6,6,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,16,18962000,19021999,18962.000,19022.000,nsrdb,0,0,NSR,NSR,1,41659917,-90587406,-41574314,-108368862,75,72,1,149,4126,1773,72,73,190,55,43,33,22,14,10,4,3,2,2,2,0,0,0,0,0,75,0,0,0,0,0,2885,149,790,86,0,0,0,0,0,75,0,0,75,0,0,73,1,73,190,2227,32,73,136,666,6304,0,0,15,15,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,17,19022000,19081999,19022.000,19082.000,nsrdb,0,0,NSR,NSR,1,39977246,-95691009,-39524533,-104945229,75,73,0,149,4104,1870,73,73,186,57,40,29,18,15,11,5,3,3,3,2,0,0,0,0,0,75,0,0,0,0,0,3879,149,766,111,0,0,0,0,0,75,0,0,75,0,0,73,0,73,186,3511,10,73,0,652,6557,0,0,15,15,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,18,19082000,19141999,19082.000,19142.000,nsrdb,0,0,NSR,NSR,1,51423186,-85213871,-49893003,-114520794,75,73,0,149,4110,1823,73,73,138,47,35,26,14,7,5,3,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2874,149,771,95,0,0,0,0,0,75,0,0,75,0,0,73,0,73,138,2218,32,73,0,483,6392,0,0,7,7,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,19,19142000,19201999,19142.000,19202.000,nsrdb,0,0,NSR,NSR,1,49806484,-103112944,-35897414,-109725144,74,72,0,147,4068,1800,72,72,172,55,44,30,18,10,9,4,1,1,0,0,0,0,0,0,0,74,0,0,0,0,0,3067,147,746,82,0,0,0,0,0,74,0,0,74,0,0,72,0,72,172,2643,24,72,0,611,6400,0,0,10,10,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,20,19202000,19261999,19202.000,19262.000,nsrdb,0,0,NSR,NSR,1,50573120,-104882051,-32082185,-112223934,74,72,0,147,4045,1827,72,72,154,54,43,32,16,5,3,1,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,3649,147,726,90,0,0,0,0,0,74,0,0,74,0,0,72,0,72,154,3420,10,72,0,547,6496,0,0,5,5,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,21,19262000,19321999,19262.000,19322.000,nsrdb,0,0,NSR,NSR,1,35970779,-100659942,-29820087,-106367784,82,80,0,163,4371,1991,80,80,158,60,41,25,14,9,5,2,1,1,0,0,0,0,0,0,0,82,0,0,0,0,0,3061,163,823,93,0,2,0,0,0,82,0,0,82,0,0,80,0,80,158,2381,32,80,0,505,6371,0,0,9,9,0
4,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18002000,19801999,22,19322000,19381999,19322.000,19382.000,nsrdb,0,0,NSR,NSR,1,48310838,-99344698,-37799470,-110561720,74,72,0,147,4038,1845,72,72,151,52,37,25,18,10,7,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,2796,147,740,78,0,0,0,0,0,74,0,0,74,0,0,72,0,72,151,2103,32,72,0,536,6560,0,0,10,10,0
