case_id,split,class_label,class_id,record_id,chunk_id,balanced_index,chunk_file,snapshot_id,snapshot_pred_class,snapshot_pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,ectopic_pair_count,qrs_maf_count,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,rbbb_delay_like_count,rbbb_delay_applied_count,pre_qrs_bump_count,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,v2_eerg_like_removed
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,24,0,NSR,1,40137520,-116775944,-28400872,-90259201,66,63,1,131,1724,693,63,64,145,0,0,0,0,0,0,0,66,1,146,131,64,156,580,2816,0,0
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,25,0,NSR,1,26650107,-79015314,-43432035,-98400254,61,57,2,119,1545,568,57,59,191,0,2,2,0,0,0,0,61,6,193,123,59,338,828,2551,327,0
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,26,0,NSR,1,37579117,-102881929,-30049909,-98803281,56,53,1,111,1404,530,53,54,170,0,0,0,0,0,0,0,56,1,171,111,54,185,805,2560,0,0
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,27,0,NSR,1,45352992,-105727685,-32204701,-101131266,57,55,0,113,1454,564,55,55,125,0,0,0,0,0,0,0,57,0,125,113,55,0,581,2625,0,0
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,28,0,NSR,1,6260628,-59366974,-32001232,-108973107,60,54,4,115,1493,557,54,58,171,1,5,5,0,0,0,0,60,15,176,125,58,689,754,2640,833,0
0,train,NSR,0,16272,3,2,train/NSR/16272/16272_30min_w003.mem,29,0,NSR,1,-3308102,-88274658,-20309637,-84239540,62,51,9,115,1468,494,51,60,235,1,4,4,0,0,0,0,62,18,245,123,60,1500,1002,2479,645,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,0,0,NSR,1,20825599,-75910078,-33243779,-109156846,68,62,4,133,3772,1612,62,66,357,0,4,2,0,3,0,0,68,13,361,142,66,606,1384,6656,588,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,1,0,NSR,1,55271817,-105278850,-26607643,-121036063,66,63,0,130,3691,1690,63,64,182,0,0,0,0,0,0,0,65,0,182,130,63,0,728,6867,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,2,0,NSR,1,35840250,-89386115,-22377720,-122178904,70,65,3,136,3843,1711,65,68,224,1,1,1,0,0,0,0,70,6,228,138,68,441,843,6738,142,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,3,0,NSR,1,54450987,-104108294,-31377388,-116799656,70,68,0,139,3897,1757,68,68,193,0,0,0,0,0,0,0,70,0,193,139,68,0,726,6614,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,4,0,NSR,1,33529283,-89785053,-30498809,-112975738,71,66,3,139,3921,1765,66,69,233,0,1,1,0,0,0,0,71,5,236,141,69,434,864,6846,140,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,5,0,NSR,1,36474381,-96334318,-36108176,-102046978,71,66,3,139,3916,1736,67,69,307,0,0,0,0,0,0,0,71,3,310,139,69,434,1139,6633,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,6,0,NSR,1,52919597,-105190802,-28166818,-117671157,67,65,0,133,3752,1689,65,65,167,0,0,0,0,0,0,0,67,0,167,133,65,0,657,6652,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,7,0,NSR,1,31982493,-52942378,-64138588,-115596546,88,84,1,174,4796,2183,84,86,143,1,1,1,0,1,0,0,87,5,145,177,85,117,425,6652,114,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,8,0,NSR,1,47723325,-104777056,-41697430,-102463299,87,85,0,173,4807,2161,85,85,157,0,0,0,0,0,0,0,87,0,157,173,85,0,472,6508,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,9,0,NSR,1,36001932,-86107944,-43024854,-105823563,79,74,3,157,4415,1886,74,77,224,1,0,0,0,0,0,0,79,4,228,157,77,389,744,6524,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,10,0,NSR,1,46958115,-111096725,-31018867,-105656556,78,76,0,155,4352,1973,76,76,169,0,0,0,0,0,0,0,78,0,169,155,76,0,569,6645,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,11,0,NSR,1,36765713,-95762778,-36717508,-103982815,73,69,2,145,4052,1790,69,71,258,1,0,0,0,0,0,0,73,3,261,145,71,281,930,6641,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,12,0,NSR,1,29071218,-83136839,-39415170,-106284795,75,70,3,147,4035,1741,70,73,205,0,1,0,0,1,0,0,75,5,208,149,73,410,718,6367,133,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,13,0,NSR,1,48605629,-98723182,-36367718,-112211734,72,70,0,143,3947,1739,70,70,145,0,0,0,0,0,0,0,72,0,145,143,70,0,530,6359,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,14,0,NSR,1,27381188,-80099240,-30609043,-116546984,73,66,5,145,4010,1695,66,71,187,1,1,1,0,0,0,0,73,8,193,147,71,704,674,6574,136,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,15,0,NSR,1,46802092,-102086263,-34033223,-110595075,72,70,0,143,3950,1750,70,70,125,0,0,0,0,0,0,0,72,0,125,143,70,0,457,6400,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,16,0,NSR,1,41659917,-90587406,-41574314,-108368862,75,72,1,149,4126,1773,72,73,190,0,0,0,0,0,0,0,75,1,191,149,73,136,666,6304,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,17,0,NSR,1,39977246,-95691009,-39524533,-104945229,75,73,0,149,4104,1870,73,73,186,0,0,0,0,0,0,0,75,0,186,149,73,0,652,6557,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,18,0,NSR,1,51423186,-85213871,-49893003,-114520794,75,73,0,149,4110,1823,73,73,138,0,0,0,0,0,0,0,75,0,138,149,73,0,483,6392,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,19,0,NSR,1,49806484,-103112944,-35897414,-109725144,74,72,0,147,4068,1800,72,72,172,0,0,0,0,0,0,0,74,0,172,147,72,0,611,6400,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,20,0,NSR,1,50573120,-104882051,-32082185,-112223934,74,72,0,147,4045,1827,72,72,154,0,0,0,0,0,0,0,74,0,154,147,72,0,547,6496,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,21,0,NSR,1,35970779,-100659942,-29820087,-106367784,82,80,0,163,4371,1991,80,80,158,0,0,0,0,0,0,0,82,0,158,163,80,0,505,6371,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,22,0,NSR,1,48310838,-99344698,-37799470,-110561720,74,72,0,147,4038,1845,72,72,151,0,0,0,0,0,0,0,74,0,151,147,72,0,536,6560,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,23,0,NSR,1,45528416,-97603658,-35956746,-112459150,74,72,0,147,4096,1796,72,72,129,0,1,1,0,0,0,0,74,2,129,149,72,0,458,6385,135,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,24,0,NSR,1,46846073,-90859125,-44390396,-110359176,77,74,1,153,4253,1823,73,75,168,0,0,0,0,0,0,0,76,1,169,153,75,133,573,6392,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,25,0,NSR,1,41672852,-107860496,-28548694,-105454215,76,74,0,151,4164,1855,74,74,189,0,0,0,0,0,0,0,76,0,189,151,74,0,653,6417,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,26,0,NSR,1,44338105,-102636467,-30905239,-110263713,75,73,0,149,4162,1874,73,73,191,0,0,0,0,0,0,0,75,0,191,149,73,0,669,6571,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,27,0,NSR,1,43081939,-96108892,-43663255,-103898778,77,75,0,153,4251,1937,75,75,203,0,0,0,0,0,0,0,76,0,203,153,75,0,692,6611,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,28,0,NSR,1,44561489,-101019153,-33236549,-110140286,74,72,0,147,4116,1906,72,72,177,0,0,0,0,0,0,0,74,0,177,147,72,0,629,6776,0,0
1,train,NSR,0,16273,10,4,train/NSR/16273/16273_30min_w010.mem,29,0,NSR,1,48178754,-98193683,-39446653,-110326026,74,72,0,147,4087,1822,72,72,130,0,0,0,0,0,0,0,74,0,130,147,72,0,462,6478,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,0,0,NSR,1,53218713,-122483980,-50156483,-78186500,85,83,0,169,2835,1242,83,83,131,0,0,0,0,0,0,0,85,0,131,169,83,0,404,3830,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,1,0,NSR,1,37920304,-104101776,-49035740,-82408375,87,83,2,171,2932,1245,83,85,205,0,3,3,0,0,0,0,87,8,207,177,85,235,617,3840,344,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,2,2,ARR,1,-46906430,-105662321,34893771,-81243250,95,84,9,167,2792,1272,84,93,348,2,20,20,0,0,13,1,95,64,359,220,93,967,957,3876,2105,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,3,2,ARR,1,-58241870,-68828175,4441321,-76289379,100,86,12,209,3205,1350,86,98,314,1,22,22,2,1,14,1,100,74,327,270,98,1224,820,4018,2200,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,4,0,NSR,1,49210455,-93359988,-72150193,-81075033,85,83,0,169,2846,1245,83,83,107,0,0,0,0,0,0,0,85,0,107,169,83,0,330,3840,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,5,2,ARR,1,-59344967,-59777775,-4718768,-74731415,94,82,10,179,2974,1220,82,92,304,2,14,12,0,2,8,1,94,48,316,215,92,1086,845,3808,1489,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,6,0,NSR,1,52374984,-111527917,-58734337,-79406643,85,83,0,169,2837,1240,83,83,121,0,0,0,0,0,0,0,85,0,121,169,83,0,373,3824,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,7,0,NSR,1,40787660,-100293683,-51991116,-85732890,90,88,0,179,2997,1373,88,88,123,0,0,0,0,0,1,0,90,1,123,180,88,0,357,3994,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,8,0,NSR,1,57022300,-131702150,-39074551,-83170996,83,81,0,165,2851,1280,81,81,175,0,0,0,0,0,0,0,83,0,175,165,81,0,553,4045,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,9,0,NSR,1,55023894,-119956540,-48955288,-83171364,84,82,0,167,2906,1269,82,82,142,0,0,0,0,0,0,0,84,0,142,167,82,0,443,3961,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,10,0,NSR,1,58069361,-115506410,-52396396,-86186273,85,83,0,169,2911,1284,83,83,143,0,0,0,0,0,0,0,85,0,143,169,83,0,441,3960,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,11,0,NSR,1,56641041,-109352262,-58312460,-85086819,83,81,0,165,2843,1213,81,81,138,0,0,0,0,0,0,0,83,0,138,165,81,0,436,3833,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,12,0,NSR,1,54300082,-137851561,-33033060,-81122093,82,80,0,163,2813,1260,80,80,161,0,0,0,0,0,0,0,82,0,161,163,80,0,515,4032,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,13,0,NSR,1,52004992,-115986119,-56474320,-77236065,87,85,0,173,2993,1278,85,85,118,0,0,0,0,0,0,0,87,0,118,173,85,0,355,3849,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,14,0,NSR,1,48254384,-61348391,-99669143,-83713095,92,90,0,183,3174,1417,90,90,73,0,0,0,0,0,0,0,92,0,73,183,90,0,207,4030,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,15,0,NSR,1,47263173,-96836031,-71014427,-77460078,88,86,0,175,3071,1290,86,86,103,0,0,0,0,0,0,0,88,0,103,175,86,0,306,3840,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,16,0,NSR,1,55315287,-113800951,-55490308,-82832790,86,84,0,171,2993,1310,84,84,138,0,0,0,0,0,0,0,86,0,138,171,84,0,420,3992,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,17,0,NSR,1,46852185,-101318821,-68788477,-75148411,90,88,0,179,3059,1336,88,88,118,0,0,0,0,0,0,0,90,0,118,179,88,0,343,3886,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,18,0,NSR,1,54213232,-104961385,-62744698,-83226802,90,88,0,179,3123,1402,88,88,126,0,0,0,0,0,0,0,90,0,126,179,88,0,366,4078,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,19,0,NSR,1,53060955,-111764160,-57878229,-80944833,90,88,0,179,3114,1387,87,88,145,0,0,0,0,0,0,0,89,0,145,179,88,0,421,4081,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,20,0,NSR,1,52869830,-119851609,-49767670,-80644449,85,83,0,169,2940,1255,83,83,131,0,0,0,0,0,0,0,85,0,131,169,83,0,404,3870,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,21,0,NSR,1,49515690,-98769981,-69208944,-79526914,90,88,0,179,3082,1420,88,88,122,0,0,0,0,0,0,0,90,0,122,179,88,0,354,4130,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,22,0,NSR,1,47424088,-104103330,-63843527,-77894734,85,83,0,169,2883,1245,83,83,111,0,0,0,0,0,0,0,84,0,111,169,83,0,342,3840,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,23,0,NSR,1,46596859,-102036402,-67086613,-76121716,92,90,0,183,3128,1420,90,90,111,0,0,0,0,0,0,0,91,0,111,183,90,0,315,4039,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,24,0,NSR,1,52694952,-111248325,-59424411,-79439181,89,87,0,177,3072,1370,87,87,137,0,0,0,0,0,0,0,89,0,137,177,87,0,403,4031,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,25,0,NSR,1,41239116,-120825029,-37921226,-80080354,90,88,0,179,3095,1369,88,88,179,0,0,0,0,0,0,0,90,0,179,179,88,0,520,3982,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,26,0,NSR,1,55915737,-102601817,-61362239,-87479315,81,79,0,161,2746,1252,79,79,203,0,0,0,0,0,0,0,81,0,203,161,79,0,657,4057,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,27,0,NSR,1,53915630,-109915389,-57950382,-82924719,83,81,0,165,2806,1219,81,81,121,0,0,0,0,0,0,0,83,0,121,165,81,0,382,3852,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,28,0,NSR,1,55638054,-119944242,-49018132,-83359350,84,82,0,167,2810,1284,82,82,182,0,0,0,0,0,0,0,84,0,182,167,82,0,568,4008,0,0
2,train,NSR,0,16420,11,6,train/NSR/16420/16420_30min_w011.mem,29,0,NSR,1,39908853,-50406486,-103058946,-83254590,89,87,0,177,2945,1302,87,87,56,0,0,0,0,0,0,0,89,0,56,177,87,0,164,3831,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,0,0,NSR,1,33956919,-53065875,-88131068,-88204436,81,79,0,161,2865,1022,79,79,61,0,0,0,0,0,0,0,81,0,61,161,79,0,197,3311,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,1,0,NSR,1,30089554,-77674142,-71106142,-78705192,82,80,0,163,2811,1005,80,80,74,0,0,0,0,0,0,0,82,0,74,163,80,0,236,3216,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,2,0,NSR,1,18259475,-48069573,-85011698,-83015875,83,81,0,165,2889,1035,81,81,55,0,2,2,0,0,0,0,83,4,55,169,81,0,173,3271,240,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,3,0,NSR,1,33594259,-38493665,-100854160,-88651250,84,82,0,167,2889,1020,82,82,50,0,0,0,0,0,0,0,84,0,50,167,82,0,156,3184,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,4,0,NSR,1,23733927,-60166732,-81533017,-79710212,83,81,0,165,2904,1052,81,81,65,0,0,0,0,0,0,0,83,0,65,165,81,0,205,3324,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,5,0,NSR,1,22735646,-31887353,-103040149,-83580927,84,82,0,167,2843,973,82,82,37,0,0,0,0,0,0,0,84,0,37,167,82,0,115,3037,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,6,0,NSR,1,19840322,-31826150,-92622255,-92645408,84,82,0,167,2899,1062,82,82,34,0,1,1,0,0,0,0,84,2,34,169,82,0,106,3315,119,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,7,0,NSR,1,22088891,-43623899,-89840708,-85371516,84,82,0,167,2780,980,82,82,53,0,1,1,0,0,0,0,84,2,53,169,82,0,165,3059,119,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,8,0,NSR,1,23266227,-30652034,-104579642,-83578654,85,83,0,169,2852,987,83,83,41,0,0,0,0,0,0,0,85,0,41,169,83,0,126,3044,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,9,0,NSR,1,21269001,-30666332,-97942160,-89112654,84,82,0,167,2876,1041,82,82,33,0,0,0,0,0,0,0,84,0,33,167,82,0,103,3249,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,10,0,NSR,1,24622031,-31234207,-98249472,-91330411,83,81,0,165,2902,1048,81,81,41,0,1,1,0,0,0,0,83,2,41,167,81,0,129,3312,120,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,11,0,NSR,1,31711296,-54873578,-84771116,-88300778,84,82,0,167,2835,1064,82,82,70,0,1,1,0,0,0,0,84,2,70,169,82,0,218,3321,119,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,12,0,NSR,1,24465713,-34753018,-96213420,-89715726,84,82,0,167,2904,1042,82,82,48,0,1,1,0,0,0,0,84,2,48,169,82,0,149,3253,119,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,13,0,NSR,1,24327665,-40272204,-96211956,-84260655,83,81,0,165,2849,1039,81,81,46,0,0,0,0,0,0,0,83,0,46,165,81,0,145,3283,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,14,0,NSR,1,23513070,-28895899,-106503450,-83530980,86,84,0,171,2864,1008,84,84,42,0,0,0,0,0,0,0,86,0,42,171,84,0,128,3072,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,15,0,NSR,1,18482749,-34371366,-95984920,-85068709,85,83,0,169,2874,1005,83,83,33,0,0,0,0,0,0,0,85,0,33,169,83,0,101,3099,0,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,16,0,NSR,1,18360002,-34305739,-96411374,-84770397,85,83,0,169,2919,1070,83,83,44,0,2,2,0,0,0,0,85,4,44,173,83,0,135,3300,235,0
3,train,NSR,0,16483,10,8,train/NSR/16483/16483_30min_w010.mem,17,0,NSR,1,22455009,-36755101,-99949087,-81770460,85,83,0,169,2844,976,82,83,44,0,0,0,0,0,0,0,84,0,44,169,83,0,135,3047,0,0
