case_id,split,record_id,window_id,true_class,selection_tags,mem_file,py_qrs_count,rtl_qrs_count,qrs_count_diff,py_beat_count,rtl_beat_count,diff_beat_count,py_pnn_match_count,rtl_pnn_match_count,diff_pnn_match_count,py_pnn_mismatch_count,rtl_pnn_mismatch_count,diff_pnn_mismatch_count,py_dscr_flip_count,rtl_dscr_flip_count,diff_dscr_flip_count,py_dscr_slope_count,rtl_dscr_slope_count,diff_dscr_slope_count,py_ram_code_sum,rtl_ram_code_sum,diff_ram_code_sum,py_ram_code_count,rtl_ram_code_count,diff_ram_code_count,py_rdm_valid_count,rtl_rdm_valid_count,diff_rdm_valid_count,py_rdm_code_sum,rtl_rdm_code_sum,diff_rdm_code_sum,py_rdm_ge10_count,rtl_rdm_ge10_count,diff_rdm_ge10_count,py_rdm_ge20_count,rtl_rdm_ge20_count,diff_rdm_ge20_count,py_rdm_ge30_count,rtl_rdm_ge30_count,diff_rdm_ge30_count,py_rdm_ge40_count,rtl_rdm_ge40_count,diff_rdm_ge40_count,py_rdm_ge50_count,rtl_rdm_ge50_count,diff_rdm_ge50_count,py_rdm_ge60_count,rtl_rdm_ge60_count,diff_rdm_ge60_count,py_rdm_ge70_count,rtl_rdm_ge70_count,diff_rdm_ge70_count,py_rdm_ge80_count,rtl_rdm_ge80_count,diff_rdm_ge80_count,py_rdm_ge90_count,rtl_rdm_ge90_count,diff_rdm_ge90_count,py_rdm_ge100_count,rtl_rdm_ge100_count,diff_rdm_ge100_count,py_rdm_ge110_count,rtl_rdm_ge110_count,diff_rdm_ge110_count,py_rdm_ge120_count,rtl_rdm_ge120_count,diff_rdm_ge120_count,py_rdm_ge130_count,rtl_rdm_ge130_count,diff_rdm_ge130_count,py_rdm_ge140_count,rtl_rdm_ge140_count,diff_rdm_ge140_count,py_rdm_ge150_count,rtl_rdm_ge150_count,diff_rdm_ge150_count,py_ectopic_pair_count,rtl_ectopic_pair_count,diff_ectopic_pair_count,py_qrs_maf_valid_count,rtl_qrs_maf_valid_count,diff_qrs_maf_valid_count,py_qrs_maf_count,rtl_qrs_maf_count,diff_qrs_maf_count,py_qrs_maf_code_sum,rtl_qrs_maf_code_sum,diff_qrs_maf_code_sum,py_qrs_width_abn_count,rtl_qrs_width_abn_count,diff_qrs_width_abn_count,py_qrs_complex_abn_count,rtl_qrs_complex_abn_count,diff_qrs_complex_abn_count,py_qrs_energy_abn_count,rtl_qrs_energy_abn_count,diff_qrs_energy_abn_count,py_qrs_terminal_delay_count,rtl_qrs_terminal_delay_count,diff_qrs_terminal_delay_count,py_qrs_late_energy_count,rtl_qrs_late_energy_count,diff_qrs_late_energy_count,py_qrs_asymmetry_count,rtl_qrs_asymmetry_count,diff_qrs_asymmetry_count,py_qrs_peak_to_tail_count,rtl_qrs_peak_to_tail_count,diff_qrs_peak_to_tail_count,py_qrs_pvc_like_count,rtl_qrs_pvc_like_count,diff_qrs_pvc_like_count,py_qrs_rbbb_like_count,rtl_qrs_rbbb_like_count,diff_qrs_rbbb_like_count,py_qrs_maf_width_sum,rtl_qrs_maf_width_sum,diff_qrs_maf_width_sum,py_qrs_maf_complex_sum,rtl_qrs_maf_complex_sum,diff_qrs_maf_complex_sum,py_qrs_maf_energy_sum,rtl_qrs_maf_energy_sum,diff_qrs_maf_energy_sum,py_rbbb_delay_valid_count,rtl_rbbb_delay_valid_count,diff_rbbb_delay_valid_count,py_rbbb_delay_wide_count,rtl_rbbb_delay_wide_count,diff_rbbb_delay_wide_count,py_rbbb_delay_terminal_count,rtl_rbbb_delay_terminal_count,diff_rbbb_delay_terminal_count,py_rbbb_delay_like_count,rtl_rbbb_delay_like_count,diff_rbbb_delay_like_count,py_rbbb_delay_segment_count,rtl_rbbb_delay_segment_count,diff_rbbb_delay_segment_count,py_rbbb_delay_applied_count,rtl_rbbb_delay_applied_count,diff_rbbb_delay_applied_count,py_pre_qrs_bump_count,rtl_pre_qrs_bump_count,diff_pre_qrs_bump_count,py_eerg_gate_count,rtl_eerg_gate_count,diff_eerg_gate_count,py_eerg_applied_count,rtl_eerg_applied_count,diff_eerg_applied_count,py_eerg_pre_qrs_bump_count,rtl_eerg_pre_qrs_bump_count,diff_eerg_pre_qrs_bump_count,py_eerg_early_count,rtl_eerg_early_count,diff_eerg_early_count,py_eerg_ecp_count,rtl_eerg_ecp_count,diff_eerg_ecp_count,py_eerg_pnn_decision_count,rtl_eerg_pnn_decision_count,diff_eerg_pnn_decision_count,py_eerg_pnn_mismatch_count,rtl_eerg_pnn_mismatch_count,diff_eerg_pnn_mismatch_count,py_eerg_rdm_valid_count,rtl_eerg_rdm_valid_count,diff_eerg_rdm_valid_count,py_eerg_rdm_code_sum,rtl_eerg_rdm_code_sum,diff_eerg_rdm_code_sum,py_class_mem_NSR,rtl_class_mem_NSR,diff_class_mem_NSR,py_class_mem_CHF,rtl_class_mem_CHF,diff_class_mem_CHF,py_class_mem_ARR,rtl_class_mem_ARR,diff_class_mem_ARR,py_class_mem_AFF,rtl_class_mem_AFF,diff_class_mem_AFF,py_pred_class,rtl_pred_class,pred_class_mismatch,class_mem_mismatch,first_mismatch_stage,complete_match,final_layer_compared,final_layer_note
191,train,chf07,0191,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0281_CHF_chf07_60s_54750000ms.mem,70,70,0,70,70,0,65,65,0,3,3,0,1,1,0,18,18,0,159,159,0,65,65,0,68,68,0,144,144,0,38,38,0,21,21,0,18,18,0,15,15,0,13,13,0,6,6,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,3,3,0,3,3,0,3,3,0,1,1,0,70,70,0,4,4,0,12,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,4267,0,1,1,0,135,135,0,90,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,1,1,0,1,1,0,68,68,0,3,3,0,68,68,0,144,144,0,-39830455,-39830455,0,21606219,21606219,0,-80303691,-80303691,0,-97478808,-97478808,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
192,train,chf07,0192,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0282_CHF_chf07_60s_55210000ms.mem,70,70,0,70,70,0,57,57,0,11,11,0,0,0,0,0,0,0,119,119,0,57,57,0,68,68,0,328,328,0,48,48,0,35,35,0,31,31,0,30,30,0,28,28,0,23,23,0,22,22,0,21,21,0,18,18,0,17,17,0,15,15,0,11,11,0,11,11,0,9,9,0,9,9,0,7,7,0,70,70,0,13,13,0,21,21,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4664,4664,0,0,0,0,157,157,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,5,5,0,7,7,0,68,68,0,11,11,0,68,68,0,328,328,0,-98339301,-98339301,0,16910487,16910487,0,-43481782,-43481782,0,-71611701,-71611701,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
193,train,chf07,0193,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0283_CHF_chf07_60s_56140000ms.mem,72,72,0,72,72,0,60,60,0,10,10,0,0,0,0,0,0,0,117,117,0,60,60,0,70,70,0,280,280,0,44,44,0,30,30,0,29,29,0,29,29,0,23,23,0,18,18,0,16,16,0,16,16,0,16,16,0,15,15,0,11,11,0,9,9,0,8,8,0,8,8,0,8,8,0,4,4,0,72,72,0,12,12,0,23,23,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,5210,0,0,0,0,149,149,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,1,1,0,1,1,0,72,72,0,4,4,0,4,4,0,70,70,0,10,10,0,70,70,0,280,280,0,-88361821,-88361821,0,42012208,42012208,0,-64524892,-64524892,0,-85892570,-85892570,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
194,train,chf07,0194,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0284_CHF_chf07_60s_56960000ms.mem,71,71,0,71,71,0,57,57,0,12,12,0,0,0,0,10,10,0,135,135,0,56,56,0,69,69,0,399,399,0,65,65,0,55,55,0,51,51,0,36,36,0,31,31,0,26,26,0,23,23,0,19,19,0,17,17,0,16,16,0,14,14,0,13,13,0,12,12,0,11,11,0,10,10,0,6,6,0,71,71,0,12,12,0,20,20,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6273,6273,0,0,0,0,141,141,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,71,71,0,4,4,0,6,6,0,69,69,0,12,12,0,69,69,0,399,399,0,-93967145,-93967145,0,-8215014,-8215014,0,-25880995,-25880995,0,-68474793,-68474793,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
195,train,chf07,0195,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0285_CHF_chf07_60s_60910000ms.mem,72,72,0,72,72,0,63,63,0,7,7,0,0,0,0,359,359,0,162,162,0,63,63,0,70,70,0,389,389,0,56,56,0,51,51,0,49,49,0,47,47,0,38,38,0,32,32,0,26,26,0,22,22,0,18,18,0,14,14,0,11,11,0,7,7,0,6,6,0,6,6,0,6,6,0,3,3,0,72,72,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5501,5501,0,0,0,0,234,234,0,107,107,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,72,72,0,2,2,0,3,3,0,70,70,0,7,7,0,70,70,0,389,389,0,-87956649,-87956649,0,28733169,28733169,0,-51373458,-51373458,0,-84956059,-84956059,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
196,train,chf07,0196,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0286_CHF_chf07_60s_62020000ms.mem,70,70,0,70,70,0,68,68,0,0,0,0,0,0,0,293,293,0,136,136,0,68,68,0,68,68,0,269,269,0,55,55,0,52,52,0,47,47,0,36,36,0,23,23,0,20,20,0,15,15,0,11,11,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6534,6534,0,0,0,0,202,202,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,68,68,0,0,0,0,68,68,0,269,269,0,-55273842,-55273842,0,29076091,29076091,0,-76622515,-76622515,0,-92277165,-92277165,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
197,train,chf07,0197,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0287_CHF_chf07_60s_65280000ms.mem,70,70,0,70,70,0,62,62,0,6,6,0,0,0,0,3,3,0,124,124,0,62,62,0,68,68,0,263,263,0,53,53,0,38,38,0,31,31,0,24,24,0,21,21,0,20,20,0,15,15,0,13,13,0,8,8,0,7,7,0,7,7,0,7,7,0,7,7,0,6,6,0,6,6,0,3,3,0,70,70,0,4,4,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6066,6066,0,0,0,0,144,144,0,80,80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,70,70,0,1,1,0,1,1,0,70,70,0,3,3,0,3,3,0,68,68,0,6,6,0,68,68,0,263,263,0,-85976455,-85976455,0,32532485,32532485,0,-47044090,-47044090,0,-96210774,-96210774,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
198,train,chf07,0198,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0288_CHF_chf07_60s_67420000ms.mem,70,70,0,70,70,0,63,63,0,5,5,0,0,0,0,784,784,0,126,126,0,63,63,0,68,68,0,243,243,0,32,32,0,23,23,0,20,20,0,20,20,0,20,20,0,19,19,0,19,19,0,19,19,0,19,19,0,16,16,0,14,14,0,7,7,0,5,5,0,5,5,0,5,5,0,0,0,0,70,70,0,21,21,0,50,50,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7688,7688,0,0,0,0,197,197,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,68,68,0,5,5,0,68,68,0,243,243,0,-92319881,-92319881,0,78132813,78132813,0,-91625314,-91625314,0,-93320169,-93320169,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
199,train,chf07,0199,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0289_CHF_chf07_60s_69280000ms.mem,72,72,0,72,72,0,67,67,0,3,3,0,0,0,0,53,53,0,176,176,0,67,67,0,70,70,0,285,285,0,60,60,0,57,57,0,49,49,0,36,36,0,27,27,0,19,19,0,12,12,0,9,9,0,7,7,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,7,7,0,17,17,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5749,5749,0,0,0,0,201,201,0,117,117,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,70,70,0,3,3,0,70,70,0,285,285,0,-81301767,-81301767,0,41846806,41846806,0,-58070569,-58070569,0,-97560867,-97560867,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
200,train,chf08,0200,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0290_CHF_chf08_60s_3660000ms.mem,70,70,0,70,70,0,64,64,0,4,4,0,0,0,0,0,0,0,128,128,0,64,64,0,68,68,0,127,127,0,31,31,0,17,17,0,9,9,0,8,8,0,8,8,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,1,1,0,70,70,0,2,2,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048,4048,0,0,0,0,190,190,0,70,70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,2,2,0,1,1,0,68,68,0,4,4,0,68,68,0,127,127,0,-96668900,-96668900,0,75913647,75913647,0,-75175432,-75175432,0,-101338801,-101338801,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
201,train,chf08,0201,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0291_CHF_chf08_60s_4390000ms.mem,67,67,0,67,67,0,59,59,0,6,6,0,0,0,0,0,0,0,118,118,0,59,59,0,65,65,0,137,137,0,36,36,0,20,20,0,9,9,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,3,3,0,67,67,0,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,3828,0,0,0,0,180,180,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,1,1,0,1,1,0,67,67,0,2,2,0,3,3,0,65,65,0,6,6,0,65,65,0,137,137,0,-76538802,-76538802,0,37398614,37398614,0,-54380221,-54380221,0,-103318484,-103318484,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
202,train,chf08,0202,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0292_CHF_chf08_60s_7430000ms.mem,70,70,0,70,70,0,66,66,0,2,2,0,0,0,0,32,32,0,149,149,0,66,66,0,68,68,0,106,106,0,43,43,0,22,22,0,9,9,0,6,6,0,4,4,0,3,3,0,3,3,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,3844,0,0,0,0,247,247,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,68,68,0,2,2,0,68,68,0,106,106,0,-60072708,-60072708,0,24510056,24510056,0,-71514337,-71514337,0,-91272040,-91272040,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
203,train,chf08,0203,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0293_CHF_chf08_60s_9100000ms.mem,75,75,0,75,75,0,73,73,0,0,0,0,0,0,0,0,0,0,10,10,0,73,73,0,73,73,0,42,42,0,32,32,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,3892,0,0,0,0,197,197,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,73,73,0,0,0,0,73,73,0,42,42,0,-75963318,-75963318,0,65968945,65968945,0,-105334201,-105334201,0,-82002682,-82002682,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
204,train,chf08,0204,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0294_CHF_chf08_60s_13820000ms.mem,70,70,0,70,70,0,61,61,0,6,6,0,0,0,0,14,14,0,122,122,0,61,61,0,68,68,0,139,139,0,44,44,0,18,18,0,9,9,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,5,5,0,3,3,0,2,2,0,69,69,0,2,2,0,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835,3835,0,0,0,0,200,200,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,69,69,0,1,1,0,2,2,0,67,67,0,6,6,0,68,68,0,139,139,0,-93273709,-93273709,0,32764276,32764276,0,-45843168,-45843168,0,-92183799,-92183799,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
205,train,chf08,0205,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0295_CHF_chf08_60s_14560000ms.mem,79,79,0,79,79,0,74,74,0,3,3,0,0,0,0,16,16,0,0,0,0,74,74,0,77,77,0,88,88,0,39,39,0,10,10,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,1,1,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4311,4311,0,0,0,0,207,207,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,79,79,0,1,1,0,1,1,0,77,77,0,3,3,0,77,77,0,88,88,0,-97506427,-97506427,0,61758955,61758955,0,-88057415,-88057415,0,-74851298,-74851298,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
206,train,chf08,0206,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0296_CHF_chf08_60s_16420000ms.mem,81,81,0,81,81,0,74,74,0,5,5,0,2,2,0,63,63,0,34,34,0,74,74,0,79,79,0,104,104,0,32,32,0,9,9,0,6,6,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,3,3,0,2,2,0,81,81,0,1,1,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4379,4379,0,1,1,0,212,212,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,81,81,0,2,2,0,2,2,0,79,79,0,5,5,0,79,79,0,104,104,0,-66757453,-66757453,0,57446166,57446166,0,-107520404,-107520404,0,-79561921,-79561921,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
207,train,chf08,0207,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0297_CHF_chf08_60s_21350000ms.mem,73,73,0,73,73,0,68,68,0,3,3,0,0,0,0,0,0,0,57,57,0,68,68,0,71,71,0,76,76,0,28,28,0,8,8,0,4,4,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,1,1,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,3360,0,0,0,0,148,148,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,73,73,0,1,1,0,1,1,0,71,71,0,3,3,0,71,71,0,76,76,0,-88949020,-88949020,0,74322071,74322071,0,-95095291,-95095291,0,-87333509,-87333509,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
208,train,chf08,0208,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0298_CHF_chf08_60s_23130000ms.mem,76,76,0,76,76,0,71,71,0,3,3,0,3,3,0,447,447,0,210,210,0,71,71,0,74,74,0,70,70,0,25,25,0,8,8,0,4,4,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,2,2,0,2,2,0,2,2,0,0,0,0,76,76,0,1,1,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3679,3679,0,3,3,0,300,300,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,74,74,0,3,3,0,74,74,0,70,70,0,-80847370,-80847370,0,91018093,91018093,0,-105387269,-105387269,0,-101603111,-101603111,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
209,train,chf08,0209,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0299_CHF_chf08_60s_33750000ms.mem,88,88,0,88,88,0,81,81,0,5,5,0,2,2,0,141,141,0,329,329,0,81,81,0,86,86,0,112,112,0,22,22,0,9,9,0,8,8,0,7,7,0,7,7,0,7,7,0,7,7,0,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0,5,5,0,5,5,0,5,5,0,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868,3868,0,2,2,0,264,264,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,88,88,0,3,3,0,1,1,0,86,86,0,5,5,0,86,86,0,112,112,0,-64593008,-64593008,0,84553504,84553504,0,-119454860,-119454860,0,-95056634,-95056634,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
210,train,chf08,0210,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0300_CHF_chf08_60s_43670000ms.mem,82,82,0,82,82,0,77,77,0,3,3,0,0,0,0,0,0,0,147,147,0,77,77,0,80,80,0,69,69,0,24,24,0,6,6,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,1,1,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731,3731,0,0,0,0,175,175,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,0,82,82,0,1,1,0,1,1,0,80,80,0,3,3,0,80,80,0,69,69,0,-96660190,-96660190,0,89744370,89744370,0,-103555007,-103555007,0,-87117081,-87117081,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
211,train,chf08,0211,CHF,curated_afe_adc_60s_all,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\datasets\afe_output_xmodelmatch_curated_v2_50_25_25\signed\train\0301_CHF_chf08_60s_44800000ms.mem,73,73,0,73,73,0,70,70,0,0,0,0,0,0,0,0,0,0,140,140,0,70,70,0,71,71,0,37,37,0,28,28,0,7,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,3986,0,0,0,0,216,216,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,70,70,0,0,0,0,71,71,0,37,37,0,-68589181,-68589181,0,73875232,73875232,0,-108564575,-108564575,0,-93589853,-93589853,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
