candidate_id,kind,eligible,params,tie_order,complexity,train_accuracy,train_correct,train_total,train_macro_f1,val_accuracy,val_correct,val_total,val_macro_f1,val_balanced_accuracy,val_recall_range,val_arr_recall
12,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
13,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
14,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
15,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
16,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
17,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
18,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
19,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
20,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
21,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
22,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
23,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
24,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
25,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
26,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
27,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
28,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
29,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
30,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
31,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
32,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
33,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
34,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
35,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 0.75, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
36,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
37,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
38,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
39,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
40,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
41,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
42,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
43,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
44,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
45,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
46,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
47,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
48,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
49,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
50,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
51,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
52,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
53,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
54,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
55,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
56,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
57,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
58,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
59,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
60,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
61,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
62,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
63,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
64,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
65,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
66,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
67,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
68,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
69,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
70,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
71,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
72,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
73,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
74,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
75,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
76,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
77,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
78,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
79,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
80,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
81,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
82,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
83,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.25, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
84,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
85,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
86,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
87,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
88,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
89,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
90,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
91,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
92,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
93,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
94,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
95,record_weighted_count,0,"{""bias"": [2, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
96,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
97,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
98,record_weighted_count,0,"{""bias"": [0, 2, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
99,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
100,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
101,record_weighted_count,0,"{""bias"": [0, 0, 2, 2], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
102,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
103,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
104,record_weighted_count,0,"{""bias"": [-1, 0, 1, 1], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
105,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
106,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
107,record_weighted_count,0,"{""bias"": [1, 0, 0, 0], ""weight"": [0.75, 1.5, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.84375,27,32,0.8216577540106952,0.84375,0.625,0.375
108,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
109,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
110,record_weighted_count,0,"{""bias"": [0, 0, 0, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
111,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
112,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
113,record_weighted_count,0,"{""bias"": [0, 0, 2, 0], ""weight"": [0.75, 2.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
114,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|1|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
115,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 2.0, 0.75, 0.75]}",0|2|1|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
116,record_weighted_count,0,"{""bias"": [0, 0, 0, 2], ""weight"": [0.75, 2.0, 0.75, 0.75]}",1|0|2|3,3,0.7794117647058824,53,68,0.7721751866538064,0.59375,19,32,0.49636363636363634,0.59375,1.0,0.375
