case_id,split,record_id,window_id,true_class,selection_tags,mem_file,py_qrs_count,rtl_qrs_count,qrs_count_diff,py_beat_count,rtl_beat_count,diff_beat_count,py_pnn_match_count,rtl_pnn_match_count,diff_pnn_match_count,py_pnn_mismatch_count,rtl_pnn_mismatch_count,diff_pnn_mismatch_count,py_dscr_flip_count,rtl_dscr_flip_count,diff_dscr_flip_count,py_dscr_slope_count,rtl_dscr_slope_count,diff_dscr_slope_count,py_ram_code_sum,rtl_ram_code_sum,diff_ram_code_sum,py_ram_code_count,rtl_ram_code_count,diff_ram_code_count,py_rdm_valid_count,rtl_rdm_valid_count,diff_rdm_valid_count,py_rdm_code_sum,rtl_rdm_code_sum,diff_rdm_code_sum,py_rdm_ge10_count,rtl_rdm_ge10_count,diff_rdm_ge10_count,py_rdm_ge20_count,rtl_rdm_ge20_count,diff_rdm_ge20_count,py_rdm_ge30_count,rtl_rdm_ge30_count,diff_rdm_ge30_count,py_rdm_ge40_count,rtl_rdm_ge40_count,diff_rdm_ge40_count,py_rdm_ge50_count,rtl_rdm_ge50_count,diff_rdm_ge50_count,py_rdm_ge60_count,rtl_rdm_ge60_count,diff_rdm_ge60_count,py_rdm_ge70_count,rtl_rdm_ge70_count,diff_rdm_ge70_count,py_rdm_ge80_count,rtl_rdm_ge80_count,diff_rdm_ge80_count,py_rdm_ge90_count,rtl_rdm_ge90_count,diff_rdm_ge90_count,py_rdm_ge100_count,rtl_rdm_ge100_count,diff_rdm_ge100_count,py_rdm_ge110_count,rtl_rdm_ge110_count,diff_rdm_ge110_count,py_rdm_ge120_count,rtl_rdm_ge120_count,diff_rdm_ge120_count,py_rdm_ge130_count,rtl_rdm_ge130_count,diff_rdm_ge130_count,py_rdm_ge140_count,rtl_rdm_ge140_count,diff_rdm_ge140_count,py_rdm_ge150_count,rtl_rdm_ge150_count,diff_rdm_ge150_count,py_ectopic_pair_count,rtl_ectopic_pair_count,diff_ectopic_pair_count,py_qrs_maf_valid_count,rtl_qrs_maf_valid_count,diff_qrs_maf_valid_count,py_qrs_maf_count,rtl_qrs_maf_count,diff_qrs_maf_count,py_qrs_maf_code_sum,rtl_qrs_maf_code_sum,diff_qrs_maf_code_sum,py_qrs_width_abn_count,rtl_qrs_width_abn_count,diff_qrs_width_abn_count,py_qrs_complex_abn_count,rtl_qrs_complex_abn_count,diff_qrs_complex_abn_count,py_qrs_energy_abn_count,rtl_qrs_energy_abn_count,diff_qrs_energy_abn_count,py_qrs_terminal_delay_count,rtl_qrs_terminal_delay_count,diff_qrs_terminal_delay_count,py_qrs_late_energy_count,rtl_qrs_late_energy_count,diff_qrs_late_energy_count,py_qrs_asymmetry_count,rtl_qrs_asymmetry_count,diff_qrs_asymmetry_count,py_qrs_peak_to_tail_count,rtl_qrs_peak_to_tail_count,diff_qrs_peak_to_tail_count,py_qrs_pvc_like_count,rtl_qrs_pvc_like_count,diff_qrs_pvc_like_count,py_qrs_rbbb_like_count,rtl_qrs_rbbb_like_count,diff_qrs_rbbb_like_count,py_qrs_maf_width_sum,rtl_qrs_maf_width_sum,diff_qrs_maf_width_sum,py_qrs_maf_complex_sum,rtl_qrs_maf_complex_sum,diff_qrs_maf_complex_sum,py_qrs_maf_energy_sum,rtl_qrs_maf_energy_sum,diff_qrs_maf_energy_sum,py_rbbb_delay_valid_count,rtl_rbbb_delay_valid_count,diff_rbbb_delay_valid_count,py_rbbb_delay_wide_count,rtl_rbbb_delay_wide_count,diff_rbbb_delay_wide_count,py_rbbb_delay_terminal_count,rtl_rbbb_delay_terminal_count,diff_rbbb_delay_terminal_count,py_rbbb_delay_like_count,rtl_rbbb_delay_like_count,diff_rbbb_delay_like_count,py_rbbb_delay_segment_count,rtl_rbbb_delay_segment_count,diff_rbbb_delay_segment_count,py_rbbb_delay_applied_count,rtl_rbbb_delay_applied_count,diff_rbbb_delay_applied_count,py_pre_qrs_bump_count,rtl_pre_qrs_bump_count,diff_pre_qrs_bump_count,py_eerg_gate_count,rtl_eerg_gate_count,diff_eerg_gate_count,py_eerg_applied_count,rtl_eerg_applied_count,diff_eerg_applied_count,py_eerg_pre_qrs_bump_count,rtl_eerg_pre_qrs_bump_count,diff_eerg_pre_qrs_bump_count,py_eerg_early_count,rtl_eerg_early_count,diff_eerg_early_count,py_eerg_ecp_count,rtl_eerg_ecp_count,diff_eerg_ecp_count,py_eerg_pnn_decision_count,rtl_eerg_pnn_decision_count,diff_eerg_pnn_decision_count,py_eerg_pnn_mismatch_count,rtl_eerg_pnn_mismatch_count,diff_eerg_pnn_mismatch_count,py_eerg_rdm_valid_count,rtl_eerg_rdm_valid_count,diff_eerg_rdm_valid_count,py_eerg_rdm_code_sum,rtl_eerg_rdm_code_sum,diff_eerg_rdm_code_sum,py_class_mem_NSR,rtl_class_mem_NSR,diff_class_mem_NSR,py_class_mem_CHF,rtl_class_mem_CHF,diff_class_mem_CHF,py_class_mem_ARR,rtl_class_mem_ARR,diff_class_mem_ARR,py_class_mem_AFF,rtl_class_mem_AFF,diff_class_mem_AFF,py_pred_class,rtl_pred_class,pred_class_mismatch,class_mem_mismatch,first_mismatch_stage,complete_match,final_layer_compared,final_layer_note
10,test,07910,306,AFF,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0010_test_AFF_07910_w00306.mem,58,58,0,58,58,0,56,56,0,0,0,0,20,20,0,708,708,0,379,379,0,56,56,0,56,56,0,33,33,0,25,25,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,3432,0,20,20,0,148,148,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,56,56,0,0,0,0,56,56,0,33,33,0,-14740519,-14740519,0,3449279,3449279,0,-66092732,-66092732,0,-117981355,-117981355,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
11,test,07910,612,AFF,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0011_test_AFF_07910_w00612.mem,80,80,0,80,80,0,25,25,0,53,53,0,6,6,0,743,743,0,181,181,0,26,26,0,78,78,0,901,901,0,77,77,0,73,73,0,71,71,0,67,67,0,65,65,0,64,64,0,63,63,0,62,62,0,60,60,0,57,57,0,54,54,0,53,53,0,49,49,0,45,45,0,41,41,0,18,18,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051,3051,0,6,6,0,205,205,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80,80,0,15,15,0,18,18,0,78,78,0,53,53,0,78,78,0,901,901,0,-119965111,-119965111,0,-92298610,-92298610,0,-19255640,-19255640,0,30321985,30321985,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
12,test,200,0,ARR,record_start,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0012_test_ARR_200_w00000.mem,89,89,0,89,89,0,24,24,0,63,63,0,55,55,0,1808,1808,0,274,274,0,24,24,0,87,87,0,1033,1033,0,84,84,0,81,81,0,80,80,0,73,73,0,72,72,0,70,70,0,66,66,0,65,65,0,65,65,0,65,65,0,63,63,0,63,63,0,62,62,0,62,62,0,62,62,0,35,35,0,89,89,0,7,7,0,77,77,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836,3836,0,55,55,0,616,616,0,126,126,0,7,7,0,19,19,0,7,7,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,89,89,0,26,26,0,35,35,0,87,87,0,63,63,0,87,87,0,1033,1033,0,-157470230,-157470230,0,-89721854,-89721854,0,46724110,46724110,0,-808973,-808973,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
13,test,200,15,ARR,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0013_test_ARR_200_w00015.mem,95,95,0,95,95,0,60,60,0,33,33,0,23,23,0,1578,1578,0,537,537,0,60,60,0,93,93,0,768,768,0,83,83,0,72,72,0,70,70,0,65,65,0,61,61,0,57,57,0,53,53,0,49,49,0,48,48,0,42,42,0,38,38,0,35,35,0,32,32,0,32,32,0,31,31,0,6,6,0,95,95,0,9,9,0,63,63,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699,4699,0,23,23,0,540,540,0,116,116,0,2,2,0,6,6,0,2,2,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,95,95,0,5,5,0,6,6,0,93,93,0,33,33,0,93,93,0,768,768,0,-129925290,-129925290,0,-48852871,-48852871,0,-16561215,-16561215,0,-5522619,-5522619,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
14,test,200,17,ARR,python_low_confidence_window,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0014_test_ARR_200_w00017.mem,85,85,0,85,85,0,22,22,0,61,61,0,24,24,0,1627,1627,0,246,246,0,22,22,0,83,83,0,1043,1043,0,83,83,0,80,80,0,79,79,0,77,77,0,75,75,0,74,74,0,72,72,0,69,69,0,67,67,0,65,65,0,62,62,0,61,61,0,60,60,0,60,60,0,59,59,0,30,30,0,85,85,0,6,6,0,42,42,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775,4775,0,22,22,0,577,577,0,118,118,0,7,7,0,15,15,0,7,7,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,85,85,0,22,22,0,30,30,0,83,83,0,61,61,0,83,83,0,1043,1043,0,-136375337,-136375337,0,-82512308,-82512308,0,60935612,60935612,0,-42206458,-42206458,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
15,test,200,29,ARR,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0015_test_ARR_200_w00029.mem,89,89,0,89,89,0,41,41,0,46,46,0,10,10,0,1118,1118,0,289,289,0,41,41,0,87,87,0,908,908,0,84,84,0,81,81,0,80,80,0,75,75,0,71,71,0,67,67,0,65,65,0,58,58,0,54,54,0,53,53,0,48,48,0,46,46,0,45,45,0,42,42,0,39,39,0,19,19,0,89,89,0,16,16,0,76,76,0,13,13,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5560,5560,0,10,10,0,406,406,0,112,112,0,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,89,89,0,26,26,0,19,19,0,87,87,0,46,46,0,87,87,0,908,908,0,-145566854,-145566854,0,-56397457,-56397457,0,-8183767,-8183767,0,10373378,10373378,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
16,test,208,0,ARR,record_start,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0016_test_ARR_208_w00000.mem,106,106,0,106,106,0,74,74,0,30,30,0,146,146,0,2996,2996,0,1152,1152,0,74,74,0,104,104,0,736,736,0,92,92,0,80,80,0,76,76,0,70,70,0,61,61,0,54,54,0,48,48,0,46,46,0,39,39,0,37,37,0,34,34,0,29,29,0,27,27,0,22,22,0,21,21,0,3,3,0,106,106,0,27,27,0,316,316,0,21,21,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5414,5414,0,141,141,0,874,874,0,136,136,0,5,5,0,10,10,0,5,5,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,106,106,0,22,22,0,3,3,0,104,104,0,30,30,0,104,104,0,736,736,0,-77776197,-77776197,0,-51683400,-51683400,0,-37518654,-37518654,0,-29910466,-29910466,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
17,test,208,2,ARR,python_misclassified_window,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0017_test_ARR_208_w00002.mem,100,100,0,100,100,0,33,33,0,65,65,0,122,122,0,2702,2702,0,488,488,0,33,33,0,98,98,0,1175,1175,0,95,95,0,91,91,0,89,89,0,88,88,0,87,87,0,84,84,0,81,81,0,81,81,0,80,80,0,77,77,0,74,74,0,67,67,0,65,65,0,60,60,0,56,56,0,29,29,0,100,100,0,33,33,0,382,382,0,28,28,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5716,5716,0,122,122,0,854,854,0,107,107,0,6,6,0,11,11,0,6,6,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,17,17,0,29,29,0,98,98,0,65,65,0,98,98,0,1175,1175,0,-137432509,-137432509,0,-89511896,-89511896,0,1838947,1838947,0,21330460,21330460,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
18,test,208,15,ARR,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0018_test_ARR_208_w00015.mem,98,98,0,98,98,0,63,63,0,33,33,0,114,114,0,2687,2687,0,1034,1034,0,63,63,0,96,96,0,764,764,0,89,89,0,82,82,0,72,72,0,66,66,0,60,60,0,56,56,0,50,50,0,44,44,0,43,43,0,43,43,0,39,39,0,36,36,0,33,33,0,26,26,0,25,25,0,9,9,0,98,98,0,25,25,0,307,307,0,6,6,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,2994,0,114,114,0,982,982,0,108,108,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,98,98,0,5,5,0,9,9,0,96,96,0,33,33,0,96,96,0,764,764,0,-89975094,-89975094,0,-67339887,-67339887,0,-33654416,-33654416,0,438824,438824,0,3,3,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
19,test,208,29,ARR,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0019_test_ARR_208_w00029.mem,90,90,0,90,90,0,54,54,0,34,34,0,92,92,0,2508,2508,0,825,825,0,54,54,0,88,88,0,750,750,0,82,82,0,79,79,0,73,73,0,63,63,0,58,58,0,51,51,0,51,51,0,45,45,0,42,42,0,39,39,0,37,37,0,34,34,0,33,33,0,32,32,0,31,31,0,10,10,0,90,90,0,21,21,0,246,246,0,10,10,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,4008,0,92,92,0,906,906,0,97,97,0,6,6,0,6,6,0,6,6,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,90,90,0,7,7,0,10,10,0,88,88,0,34,34,0,88,88,0,750,750,0,-90584277,-90584277,0,-71488811,-71488811,0,-148502,-148502,0,-28613897,-28613897,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
20,test,x_124,0,ARR,record_start,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0020_test_ARR_x_124_w00000.mem,49,49,0,49,49,0,47,47,0,0,0,0,97,97,0,2605,2605,0,776,776,0,47,47,0,47,47,0,132,132,0,42,42,0,32,32,0,25,25,0,18,18,0,8,8,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935,4935,0,97,97,0,412,412,0,49,49,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,47,47,0,0,0,0,47,47,0,132,132,0,-1098278,-1098278,0,-90872693,-90872693,0,22181653,22181653,0,-126109503,-126109503,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
21,test,x_124,2,ARR,python_correct_window,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0021_test_ARR_x_124_w00002.mem,50,50,0,50,50,0,48,48,0,0,0,0,99,99,0,2588,2588,0,803,803,0,48,48,0,48,48,0,165,165,0,40,40,0,33,33,0,32,32,0,22,22,0,13,13,0,8,8,0,7,7,0,5,5,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454,3454,0,99,99,0,476,476,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,48,48,0,0,0,0,48,48,0,165,165,0,-5863676,-5863676,0,-71193161,-71193161,0,8964555,8964555,0,-126997822,-126997822,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
22,test,x_124,4,ARR,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0022_test_ARR_x_124_w00004.mem,55,55,0,55,55,0,53,53,0,0,0,0,107,107,0,2851,2851,0,870,870,0,53,53,0,53,53,0,147,147,0,46,46,0,34,34,0,26,26,0,16,16,0,12,12,0,7,7,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,2,2,0,27,27,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,3212,0,107,107,0,546,546,0,65,65,0,1,1,0,53,53,0,1,1,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,55,55,0,11,11,0,0,0,0,53,53,0,0,0,0,53,53,0,147,147,0,-11901792,-11901792,0,-55270639,-55270639,0,3162855,3162855,0,-131728538,-131728538,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
23,test,x_124,8,ARR,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0023_test_ARR_x_124_w00008.mem,53,53,0,53,53,0,51,51,0,0,0,0,105,105,0,2859,2859,0,911,911,0,51,51,0,51,51,0,189,189,0,45,45,0,39,39,0,32,32,0,22,22,0,15,15,0,14,14,0,10,10,0,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,3234,0,105,105,0,570,570,0,56,56,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,53,53,0,1,1,0,0,0,0,51,51,0,0,0,0,51,51,0,189,189,0,-5052503,-5052503,0,-77166096,-77166096,0,8704400,8704400,0,-122371433,-122371433,0,2,2,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
24,test,chf05,0,CHF,record_start,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0024_test_CHF_chf05_w00000.mem,106,106,0,106,106,0,104,104,0,0,0,0,50,50,0,2619,2619,0,1233,1233,0,104,104,0,104,104,0,137,137,0,37,37,0,28,28,0,23,23,0,17,17,0,10,10,0,8,8,0,7,7,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,5,5,0,96,96,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,3475,0,50,50,0,911,911,0,146,146,0,1,1,0,20,20,0,1,1,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,104,104,0,0,0,0,104,104,0,137,137,0,-58368040,-58368040,0,63342021,63342021,0,-78357569,-78357569,0,-122046677,-122046677,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
25,test,chf05,593,CHF,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0025_test_CHF_chf05_w00593.mem,110,110,0,110,110,0,103,103,0,5,5,0,8,8,0,2465,2465,0,1129,1129,0,103,103,0,108,108,0,234,234,0,47,47,0,43,43,0,40,40,0,21,21,0,16,16,0,15,15,0,12,12,0,6,6,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,1,1,0,110,110,0,3,3,0,27,27,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,4427,0,8,8,0,929,929,0,131,131,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,110,110,0,1,1,0,1,1,0,108,108,0,5,5,0,108,108,0,234,234,0,-69124914,-69124914,0,61820194,61820194,0,-86355512,-86355512,0,-104463636,-104463636,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
26,test,chf05,901,CHF,python_low_confidence_window,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0026_test_CHF_chf05_w00901.mem,95,95,0,95,95,0,92,92,0,1,1,0,183,183,0,4685,4685,0,1251,1251,0,92,92,0,93,93,0,248,248,0,61,61,0,52,52,0,45,45,0,31,31,0,21,21,0,14,14,0,8,8,0,5,5,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,95,95,0,4,4,0,92,92,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5688,5688,0,182,182,0,1056,1056,0,98,98,0,2,2,0,37,37,0,2,2,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,93,93,0,1,1,0,93,93,0,248,248,0,-59125610,-59125610,0,-1331571,-1331571,0,-40587003,-40587003,0,-94860484,-94860484,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
27,test,chf05,1185,CHF,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0027_test_CHF_chf05_w01185.mem,90,90,0,90,90,0,88,88,0,0,0,0,142,142,0,3558,3558,0,1143,1143,0,88,88,0,88,88,0,49,49,0,27,27,0,7,7,0,6,6,0,3,3,0,2,2,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,1,1,0,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6374,6374,0,140,140,0,831,831,0,90,90,0,2,2,0,83,83,0,2,2,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,88,88,0,0,0,0,88,88,0,49,49,0,-61103656,-61103656,0,40955009,40955009,0,-69805065,-69805065,0,-107492098,-107492098,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
28,test,chf11,0,CHF,record_start,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0028_test_CHF_chf11_w00000.mem,112,112,0,112,112,0,99,99,0,10,10,0,247,247,0,15261,15261,0,3024,3024,0,99,99,0,110,110,0,155,155,0,12,12,0,11,11,0,11,11,0,11,11,0,11,11,0,11,11,0,11,11,0,10,10,0,10,10,0,10,10,0,10,10,0,10,10,0,9,9,0,9,9,0,9,9,0,0,0,0,111,111,0,22,22,0,776,776,0,15,15,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,1684,0,223,223,0,3904,3904,0,256,256,0,85,85,0,101,101,0,85,85,0,1,1,0,0,0,0,111,111,0,0,0,0,0,0,0,111,111,0,0,0,0,0,0,0,109,109,0,10,10,0,110,110,0,155,155,0,-97185577,-97185577,0,149611349,149611349,0,-146641940,-146641940,0,-107154577,-107154577,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
29,test,chf11,64,CHF,python_correct_window,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0029_test_CHF_chf11_w00064.mem,100,100,0,100,100,0,92,92,0,5,5,0,193,193,0,12188,12188,0,2612,2612,0,92,92,0,98,98,0,173,173,0,55,55,0,32,32,0,17,17,0,9,9,0,8,8,0,7,7,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,2,2,0,99,99,0,22,22,0,782,782,0,14,14,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,1706,0,190,190,0,3846,3846,0,259,259,0,30,30,0,71,71,0,30,30,0,1,1,0,0,0,0,99,99,0,0,0,0,0,0,0,99,99,0,1,1,0,2,2,0,97,97,0,5,5,0,98,98,0,173,173,0,-90201667,-90201667,0,64949329,64949329,0,-66018438,-66018438,0,-110477357,-110477357,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
30,test,chf11,599,CHF,record_middle,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0030_test_CHF_chf11_w00599.mem,88,88,0,88,88,0,83,83,0,3,3,0,169,169,0,9769,9769,0,2506,2506,0,82,82,0,86,86,0,148,148,0,55,55,0,34,34,0,11,11,0,8,8,0,7,7,0,6,6,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,87,87,0,17,17,0,620,620,0,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708,2708,0,167,167,0,3145,3145,0,250,250,0,4,4,0,51,51,0,4,4,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,86,86,0,3,3,0,86,86,0,148,148,0,-64843375,-64843375,0,24480209,24480209,0,-38606167,-38606167,0,-125425123,-125425123,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
31,test,chf11,1198,CHF,record_end,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0031_test_CHF_chf11_w01198.mem,80,80,0,80,80,0,73,73,0,4,4,0,153,153,0,11568,11568,0,1064,1064,0,73,73,0,78,78,0,147,147,0,43,43,0,27,27,0,14,14,0,9,9,0,6,6,0,6,6,0,6,6,0,6,6,0,5,5,0,5,5,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,1,1,0,79,79,0,14,14,0,513,513,0,3,3,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218,4218,0,151,151,0,3121,3121,0,231,231,0,45,45,0,63,63,0,45,45,0,1,1,0,0,0,0,79,79,0,0,0,0,0,0,0,79,79,0,2,2,0,1,1,0,77,77,0,4,4,0,78,78,0,147,147,0,-98970893,-98970893,0,74127690,74127690,0,-67527671,-67527671,0,-103759180,-103759180,0,1,1,0,0,PASS,1,0,no RTL patient final layer implementation in current repo
